CLIENTNUM,Attrition_Flag,Churn_Probability,Customer_Value,Total_Trans_Amt,Total_Trans_Ct,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Months_Inactive_12_mon,Recommended_Action,Modeled_Economic_Value,Retention_Benefit,Retention_Profit,Upsell_Benefit,Upsell_Profit,CrossSell_Benefit,CrossSell_Profit,Engagement_Benefit,Engagement_Profit,Optimal_Action,Expected_Incremental_Profit,Intervention_Cost,Expected_ROI
788862333,Existing Customer,0.1510327160358429,0.0339490374986091,1527,32,0,5645.0,0.0,2,ENGAGE,33.9490374986091,1.5382246020652832,-98.46177539793472,1.6974518749304552,-73.30254812506955,1.018471124958273,-48.981528875041725,0.16974518749304554,-19.830254812506954,DO NOTHING,0.0,0,0.0
713194608,Existing Customer,0.0068347994238138,0.3337145355280543,2171,58,1751,2463.0,0.711,3,ENGAGE,333.7145355280543,0.6842615745436306,-99.31573842545637,16.685726776402714,-58.31427322359728,10.011436065841629,-39.98856393415837,1.6685726776402714,-18.33142732235973,DO NOTHING,0.0,0,0.0
793550958,Existing Customer,0.1613539159297943,0.0330811171692444,1501,40,0,1438.3,0.0,3,ENGAGE,33.0811171692444,1.6013303395769807,-98.39866966042302,1.65405585846222,-73.34594414153779,0.992433515077332,-49.00756648492267,0.165405585846222,-19.834594414153777,DO NOTHING,0.0,0,0.0
712607583,Existing Customer,0.0178909916430711,0.297648101511038,2395,50,1477,34516.0,0.043,3,ENGAGE,297.64810151103796,1.5975659090129872,-98.40243409098701,14.8824050755519,-60.1175949244481,8.929443045331139,-41.07055695466886,1.48824050755519,-18.51175949244481,DO NOTHING,0.0,0,0.0
713921058,Existing Customer,0.0053535318002104,0.2820364196215263,1337,25,1601,2897.0,0.553,2,ENGAGE,282.0364196215263,0.4529672823783976,-99.5470327176216,14.101820981076315,-60.898179018923685,8.461092588645789,-41.53890741135421,1.4101820981076316,-18.589817901892367,DO NOTHING,0.0,0,0.0
709183683,Existing Customer,0.0085939923301339,0.0487704462000667,1971,56,0,5391.0,0.0,2,ENGAGE,48.7704462000667,0.12573985217417435,-99.87426014782582,2.4385223100033353,-72.56147768999666,1.463113386002001,-48.536886613998,0.24385223100033354,-19.756147768999668,DO NOTHING,0.0,0,0.0
713407458,Existing Customer,0.0006052580429241,0.4776708014963034,3946,74,2284,2870.0,0.796,2,CROSS_SELL,477.6708014963034,0.08673422834269165,-99.91326577165731,23.883540074815173,-51.11645992518483,14.330124044889102,-35.669875955110896,2.3883540074815173,-17.611645992518483,DO NOTHING,0.0,0,0.0
715241583,Existing Customer,0.045854527503252,0.4453989095359965,1870,45,2517,23959.0,0.105,2,ENGAGE,445.3989095359965,6.127066964171041,-93.87293303582896,22.269945476799826,-52.730054523200174,13.361967286079896,-36.638032713920104,2.2269945476799826,-17.773005452320017,DO NOTHING,0.0,0,0.0
710475408,Existing Customer,0.0019424518104642,0.3777351950433503,2171,35,2028,14918.0,0.136,2,ENGAGE,377.7351950433503,0.22011972404640107,-99.7798802759536,18.886759752167517,-56.11324024783248,11.33205585130051,-38.66794414869949,1.888675975216752,-18.111324024783247,DO NOTHING,0.0,0,0.0
708971583,Existing Customer,0.0128515399992465,0.3378738785671034,1472,37,1924,3590.0,0.536,3,ENGAGE,337.87387856710336,1.302659899531705,-98.6973401004683,16.89369392835517,-58.10630607164483,10.136216357013101,-39.8637836429869,1.6893693928355171,-18.310630607164484,DO NOTHING,0.0,0,0.0
714547458,Existing Customer,0.71082603931427,0.0477689996661844,1941,51,0,2297.0,0.0,3,DO NOTHING,47.7689996661844,10.186634650415563,-89.81336534958444,2.38844998330922,-72.61155001669079,1.4330699899855321,-48.56693001001447,0.238844998330922,-19.761155001669078,DO NOTHING,0.0,0,0.0
827631483,Existing Customer,0.053257156163454,0.3232598192091265,2053,55,1710,25058.0,0.068,2,ENGAGE,323.2598192091265,5.164769601897107,-94.8352303981029,16.162990960456323,-58.83700903954367,9.697794576273795,-40.30220542372621,1.6162990960456325,-18.383700903954367,DO NOTHING,0.0,0,0.0
711159108,Attrited Customer,0.7283894419670105,0.0763180639814389,911,26,396,7418.0,0.053,2,DO NOTHING,76.3180639814389,16.676781610632865,-83.32321838936713,3.815903199071945,-71.18409680092806,2.2895419194431668,-47.71045808055683,0.38159031990719455,-19.618409680092807,DO NOTHING,0.0,0,0.0
789262683,Existing Customer,0.3556016683578491,0.0268721486591743,1315,23,0,3012.0,0.0,3,ENGAGE,26.8721486591743,2.8667342686687554,-97.13326573133125,1.343607432958715,-73.65639256704128,0.806164459775229,-49.19383554022477,0.13436074329587153,-19.865639256704128,DO NOTHING,0.0,0,0.0
712940508,Existing Customer,0.0036613526754081,0.3197670285145466,1896,50,1721,4562.0,0.377,1,ENGAGE,319.76702851454655,0.35123395960771,-99.64876604039229,15.988351425727329,-59.01164857427267,9.593010855436397,-40.4069891445636,1.598835142572733,-18.40116485742727,DO NOTHING,0.0,0,0.0
789733008,Existing Customer,0.0011871944880113,0.324038089892702,2938,63,1529,10723.0,0.143,2,ENGAGE,324.038089892702,0.11540887026789776,-99.8845911297321,16.201904494635098,-58.7980955053649,9.72114269678106,-40.27885730321894,1.62019044946351,-18.37980955053649,DO NOTHING,0.0,0,0.0
714703158,Existing Customer,0.0450092703104019,0.1710847023593298,2017,43,760,1578.0,0.482,2,ENGAGE,171.08470235932978,2.3101192843397187,-97.68988071566028,8.55423511796649,-66.44576488203352,5.132541070779894,-44.867458929220106,0.8554235117966491,-19.144576488203352,DO NOTHING,0.0,0,0.0
710255208,Existing Customer,0.1003174111247062,0.2966178666496554,1969,41,1560,2094.0,0.745,2,ENGAGE,296.6178666496554,8.926780942688028,-91.07321905731197,14.830893332482772,-60.16910666751723,8.898535999489663,-41.10146400051033,1.4830893332482773,-18.516910666751723,DO NOTHING,0.0,0,0.0
779236083,Existing Customer,0.2995671927928924,0.0637587626571714,2420,50,0,4138.0,0.0,1,ENGAGE,63.758762657171395,5.730010063547139,-94.26998993645286,3.18793813285857,-71.81206186714142,1.9127628797151417,-48.08723712028486,0.318793813285857,-19.681206186714142,DO NOTHING,0.0,0,0.0
713438358,Existing Customer,0.0393849685788154,0.3445764307327952,1768,56,1904,5417.0,0.351,1,ENGAGE,344.5764307327952,4.07133956922345,-95.92866043077655,17.22882153663976,-57.77117846336024,10.337292921983856,-39.66270707801614,1.722882153663976,-18.277117846336026,DO NOTHING,0.0,0,0.0
715973583,Existing Customer,0.0155283100903034,0.1953637441872401,1378,30,1047,34516.0,0.03,3,ENGAGE,195.3637441872401,0.9101006400426517,-99.08989935995734,9.768187209362004,-65.231812790638,5.860912325617203,-44.13908767438279,0.9768187209362005,-19.0231812790638,DO NOTHING,0.0,0,0.0
794113758,Existing Customer,0.0041376641020178,0.3565164912422167,1821,55,1968,9592.0,0.205,1,ENGAGE,356.51649124221666,0.44254364627707893,-99.55745635372293,17.825824562110835,-57.17417543788916,10.6954947372665,-39.3045052627335,1.7825824562110837,-18.217417543788915,DO NOTHING,0.0,0,0.0
709452633,Existing Customer,0.0256698075681924,0.3915218154471039,2027,49,2145,8881.0,0.242,1,ENGAGE,391.5218154471039,3.0150868983829486,-96.98491310161705,19.576090772355197,-55.4239092276448,11.745654463413118,-38.25434553658688,1.95760907723552,-18.04239092276448,DO NOTHING,0.0,0,0.0
788210583,Existing Customer,0.3017593324184418,0.0444976076555023,1843,49,0,1438.3,0.0,3,ENGAGE,44.4976076555023,4.028270514102635,-95.97172948589737,2.224880382775115,-72.77511961722489,1.334928229665069,-48.66507177033493,0.2224880382775115,-19.77751196172249,DO NOTHING,0.0,0,0.0
717784983,Existing Customer,0.0012730755843222,0.2181191575930606,1536,39,1157,3893.0,0.297,3,ENGAGE,218.1191575930606,0.0833046522013955,-99.91669534779861,10.90595787965303,-64.09404212034697,6.543574727791818,-43.45642527220818,1.090595787965303,-18.909404212034698,DO NOTHING,0.0,0,0.0
786557358,Existing Customer,0.3345709145069122,0.1574872971283864,1424,37,799,3242.0,0.246,2,ENGAGE,157.48729712838642,15.807200707039815,-84.19279929296019,7.874364856419321,-67.12563514358068,4.724618913851592,-45.27538108614841,0.7874364856419321,-19.212563514358067,DO NOTHING,0.0,0,0.0
768460908,Existing Customer,0.0995748937129974,0.2559659277412096,1551,32,1392,6035.0,0.231,3,ENGAGE,255.96592774120958,7.646334014693914,-92.35366598530608,12.79829638706048,-62.20170361293952,7.6789778322362885,-42.321022167763715,1.2798296387060482,-18.720170361293953,DO NOTHING,0.0,0,0.0
718899708,Existing Customer,0.0327161960303783,0.3480440979529917,2148,54,1846,17642.0,0.105,3,ENGAGE,348.0440979529917,3.4160036807538794,-96.58399631924613,17.402204897649586,-57.59779510235042,10.441322938589751,-39.55867706141025,1.7402204897649587,-18.25977951023504,DO NOTHING,0.0,0,0.0
714697533,Existing Customer,0.0808921009302139,0.0612217647713363,2344,48,0,4327.0,0.0,3,ENGAGE,61.2217647713363,1.4857071525026249,-98.51429284749737,3.061088238566815,-71.93891176143319,1.8366529431400889,-48.16334705685991,0.30610882385668153,-19.693891176143318,DO NOTHING,0.0,0,0.0
713206683,Attrited Customer,0.7155928015708923,0.0172916434850339,1028,26,0,34516.0,0.0,1,DO NOTHING,17.2916434850339,3.7121326815661435,-96.28786731843385,0.8645821742516951,-74.1354178257483,0.5187493045510171,-49.481250695448985,0.08645821742516951,-19.913541782574832,DO NOTHING,0.0,0,0.0
708679383,Existing Customer,0.0019620126113295,0.3246273443400057,1775,55,1777,4852.0,0.366,1,ENGAGE,324.62734434000566,0.1910768830732486,-99.80892311692675,16.231367217000283,-58.76863278299972,9.73882033020017,-40.26117966979983,1.6231367217000283,-18.37686327829997,DO NOTHING,0.0,0,0.0
713067033,Existing Customer,0.0276470854878425,0.2940323194068472,2539,50,1424,7147.0,0.199,3,ENGAGE,294.0323194068472,2.4387410012489146,-97.56125899875109,14.70161597034236,-60.29838402965764,8.820969582205416,-41.179030417794586,1.470161597034236,-18.529838402965765,DO NOTHING,0.0,0,0.0
789314133,Existing Customer,0.0061279567889869,0.3274225574317629,1754,45,1799,10320.0,0.174,3,ENGAGE,327.4225574317629,0.6019293851044274,-99.39807061489557,16.371127871588147,-58.62887212841186,9.822676722952888,-40.17732327704711,1.6371127871588147,-18.362887212841187,DO NOTHING,0.0,0,0.0
713956308,Existing Customer,0.0068990434519946,0.4112378101083546,1894,56,2297,3297.0,0.697,2,ENGAGE,411.2378101083546,0.8511442563121927,-99.1488557436878,20.561890505417733,-54.438109494582264,12.337134303250638,-37.662865696749364,2.0561890505417733,-17.943810949458225,DO NOTHING,0.0,0,0.0
711595833,Existing Customer,0.0032124447170645,0.1598268615519728,1456,30,807,9981.0,0.081,2,ENGAGE,159.8268615519728,0.15403048711129025,-99.84596951288871,7.99134307759864,-67.00865692240136,4.794805846559184,-45.205194153440814,0.799134307759864,-19.200865692240136,DO NOTHING,0.0,0,0.0
779521533,Existing Customer,0.0038320994935929,0.2225440455442658,1978,33,1092,3329.0,0.328,3,ENGAGE,222.5440455442658,0.25584327726968886,-99.74415672273031,11.127202277213291,-63.87279772278671,6.676321366327975,-43.323678633672024,1.112720227721329,-18.88727977227867,DO NOTHING,0.0,0,0.0
715225458,Existing Customer,0.0096463439986109,0.3620250263049364,1867,53,1993,5991.0,0.333,3,ENGAGE,362.0250263049364,1.0476653819530728,-98.95233461804693,18.10125131524682,-56.89874868475318,10.860750789148092,-39.13924921085191,1.810125131524682,-18.189874868475318,DO NOTHING,0.0,0,0.0
716487408,Existing Customer,0.0020530049223452,0.4376210081228441,1637,43,2517,3235.0,0.778,1,ENGAGE,437.6210081228441,0.2695314251393603,-99.73046857486064,21.881050406142208,-53.11894959385779,13.128630243685322,-36.87136975631468,2.188105040614221,-17.81189495938578,DO NOTHING,0.0,0,0.0
719338383,Existing Customer,0.0174496695399284,0.2131952041794002,1836,50,1063,6259.0,0.17,3,ENGAGE,213.19520417940018,1.1160557581284287,-98.88394424187157,10.65976020897001,-64.34023979102999,6.395856125382005,-43.604143874617996,1.065976020897001,-18.934023979103,DO NOTHING,0.0,0,0.0
710523333,Existing Customer,0.0013776887208223,0.2870573523872097,1416,27,1616,2541.0,0.636,3,ENGAGE,287.0573523872097,0.11864270298389133,-99.88135729701611,14.352867619360484,-60.64713238063952,8.61172057161629,-41.38827942838371,1.4352867619360485,-18.564713238063952,DO NOTHING,0.0,0,0.0
787489083,Existing Customer,0.0383917577564716,0.4459663959051964,1887,32,2517,21351.0,0.118,2,ENGAGE,445.96639590519635,5.136430151735702,-94.86356984826429,22.298319795259818,-52.701680204740185,13.37899187715589,-36.62100812284411,2.229831979525982,-17.770168020474017,DO NOTHING,0.0,0,0.0
720747633,Existing Customer,0.0287522450089454,0.2812055456964081,1931,48,1471,8998.0,0.163,2,ENGAGE,281.2055456964081,2.4255872243211947,-97.57441277567881,14.060277284820405,-60.9397227151796,8.436166370892243,-41.563833629107755,1.4060277284820406,-18.59397227151796,DO NOTHING,0.0,0,0.0
779480658,Existing Customer,0.05420433729887,0.2957976070940593,1754,44,1600,10247.0,0.156,3,ENGAGE,295.7976070940593,4.8100539801375035,-95.1899460198625,14.789880354702966,-60.210119645297034,8.87392821282178,-41.12607178717822,1.4789880354702967,-18.521011964529702,DO NOTHING,0.0,0,0.0
711498258,Existing Customer,0.0151450252160429,0.2882479743065946,1266,34,1655,20311.0,0.081,3,ENGAGE,288.2479743065946,1.3096568518039982,-98.690343148196,14.41239871532973,-60.58760128467027,8.647439229197838,-41.352560770802164,1.441239871532973,-18.55876012846703,DO NOTHING,0.0,0,0.0
709316433,Existing Customer,0.0025105366948992,0.3547492760809891,1630,43,1997,33182.0,0.06,1,ENGAGE,354.7492760809891,0.26718332252707505,-99.73281667747293,17.737463804049455,-57.262536195950545,10.642478282429673,-39.35752171757033,1.7737463804049456,-18.226253619595056,DO NOTHING,0.0,0,0.0
778734108,Existing Customer,0.0141282435506582,0.2406272000447032,1758,42,1252,1686.0,0.743,5,ENGAGE,240.6272000447032,1.0198919061433553,-98.98010809385664,12.03136000223516,-62.96863999776484,7.218816001341096,-42.7811839986589,1.203136000223516,-18.796863999776484,DO NOTHING,0.0,0,0.0
778388358,Attrited Customer,0.9903560876846312,0.1478934013148113,870,24,855,4742.0,0.18,2,DO NOTHING,147.89340131481129,43.940139096152876,-56.059860903847124,7.394670065740565,-67.60532993425943,4.436802039444339,-45.56319796055566,0.7394670065740565,-19.260532993425944,DO NOTHING,0.0,0,0.0
716773533,Existing Customer,0.0006504466291517,0.2332116328008156,1712,48,1215,1726.0,0.704,1,ENGAGE,233.2116328008156,0.045507516130276364,-99.95449248386973,11.660581640040782,-63.33941835995922,6.996348984024468,-43.003651015975535,1.1660581640040781,-18.833941835995923,DO NOTHING,0.0,0,0.0
822130683,Existing Customer,0.008491070009768,0.2409014318523657,1114,34,1389,8420.0,0.165,2,ENGAGE,240.9014318523657,0.6136532769935376,-99.38634672300647,12.045071592618285,-62.954928407381715,7.227042955570972,-42.77295704442903,1.2045071592618286,-18.79549284073817,DO NOTHING,0.0,0,0.0
717268458,Existing Customer,0.0109677258878946,0.3203650405903481,1952,50,1713,3352.0,0.511,3,ENGAGE,320.3650405903481,1.0541027847777493,-98.94589721522225,16.018252029517406,-58.981747970482594,9.610951217710443,-40.38904878228956,1.6018252029517406,-18.39817479704826,DO NOTHING,0.0,0,0.0
827888433,Existing Customer,0.0177471432834863,0.4090066484149024,2089,60,2242,6648.0,0.337,2,ENGAGE,409.00664841490243,2.1776098779953332,-97.82239012200466,20.450332420745124,-54.54966757925487,12.270199452447073,-37.72980054755293,2.0450332420745125,-17.954966757925487,DO NOTHING,0.0,0,0.0
716522583,Existing Customer,0.0676386654376983,0.3216472794168454,1362,33,1845,2335.0,0.79,3,ENGAGE,321.6472794168454,6.52673781642656,-93.47326218357344,16.08236397084227,-58.917636029157734,9.649418382505361,-40.35058161749464,1.608236397084227,-18.391763602915773,DO NOTHING,0.0,0,0.0
789415983,Existing Customer,0.0261550769209861,0.2050780452354279,1888,42,1001,12397.0,0.081,3,ENGAGE,205.0780452354279,1.6091496143814252,-98.39085038561858,10.253902261771396,-64.7460977382286,6.152341357062838,-43.84765864293716,1.0253902261771397,-18.97460977382286,DO NOTHING,0.0,0,0.0
719819958,Existing Customer,0.0312275420874357,0.1703651267961814,2243,43,708,1438.3,0.492,1,ENGAGE,170.3651267961814,1.5960252501777223,-98.40397474982228,8.51825633980907,-66.48174366019093,5.110953803885443,-44.889046196114556,0.8518256339809072,-19.14817436601909,DO NOTHING,0.0,0,0.0
769579608,Existing Customer,0.0010983113897964,0.364088272297614,3795,70,1601,2240.0,0.715,6,CROSS_SELL,364.08827229761397,0.11996468890672876,-99.88003531109327,18.2044136148807,-56.7955863851193,10.922648168928418,-39.07735183107158,1.8204413614880701,-18.17955863851193,DO NOTHING,0.0,0,0.0
772353408,Existing Customer,0.057534635066986,0.2155835876294894,1441,43,1161,5330.0,0.218,3,ENGAGE,215.5835876294894,3.7210569122082804,-96.27894308779172,10.77917938147447,-64.22082061852552,6.467507628884682,-43.53249237111532,1.077917938147447,-18.922082061852553,DO NOTHING,0.0,0,0.0
716615583,Existing Customer,0.0087508792057633,0.1703791363492908,1834,59,794,1795.0,0.442,3,ENGAGE,170.3791363492908,0.44729017241247565,-99.55270982758752,8.51895681746454,-66.48104318253546,5.111374090478725,-44.888625909521274,0.851895681746454,-19.148104318253544,DO NOTHING,0.0,0,0.0
781131483,Existing Customer,0.0024401671253144,0.3564066208025109,2170,51,1894,5741.0,0.33,1,ENGAGE,356.4066208025109,0.2609075157980047,-99.73909248420199,17.820331040125545,-57.179668959874455,10.692198624075326,-39.307801375924676,1.7820331040125545,-18.217966895987445,DO NOTHING,0.0,0,0.0
719101908,Existing Customer,0.018286932259798,0.2342165143055928,1585,40,1248,2002.0,0.623,3,ENGAGE,234.2165143055928,1.2849304593697153,-98.71506954063028,11.71082571527964,-63.28917428472036,7.026495429167785,-42.97350457083222,1.171082571527964,-18.828917428472035,DO NOTHING,0.0,0,0.0
720521808,Existing Customer,0.0055393762886524,0.2732764436725117,1484,36,1515,25662.0,0.059,3,ENGAGE,273.2764436725117,0.45413431569802926,-99.54586568430197,13.663822183625584,-61.336177816374416,8.19829331017535,-41.80170668982465,1.3663822183625585,-18.63361778163744,DO NOTHING,0.0,0,0.0
718136283,Existing Customer,0.0354315936565399,0.275179192086888,1541,29,1515,22103.0,0.069,1,ENGAGE,275.179192086888,2.925011195027267,-97.07498880497273,13.758959604344401,-61.2410403956556,8.25537576260664,-41.74462423739336,1.3758959604344403,-18.62410403956556,DO NOTHING,0.0,0,0.0
778855383,Existing Customer,0.7153759002685547,0.0489039724045844,1975,40,0,1438.3,0.0,1,DO NOTHING,48.9039724045844,10.495416985691435,-89.50458301430857,2.4451986202292204,-72.55480137977078,1.467119172137532,-48.53288082786247,0.24451986202292206,-19.755480137977077,DO NOTHING,0.0,0,0.0
779722308,Attrited Customer,0.6842635273933411,0.0178257483031044,1044,28,0,12355.0,0.0,2,ENGAGE,17.8257483031044,3.659252823692424,-96.34074717630757,0.8912874151552201,-74.10871258484478,0.534772449093132,-49.46522755090687,0.08912874151552203,-19.910871258484477,DO NOTHING,0.0,0,0.0
818926833,Existing Customer,0.099139779806137,0.0478691443195727,1944,42,0,2000.0,0.0,1,ENGAGE,47.8691443195727,1.4237209282051893,-98.57627907179481,2.393457215978635,-72.60654278402137,1.436074329587181,-48.56392567041282,0.23934572159786352,-19.760654278402136,DO NOTHING,0.0,0,0.0
721217283,Existing Customer,0.08147544413805,0.2680531747641131,2094,36,1354,8713.0,0.155,2,ENGAGE,268.0531747641131,6.551925439956135,-93.44807456004386,13.402658738205657,-61.59734126179434,8.041595242923394,-41.95840475707661,1.3402658738205657,-18.659734126179433,DO NOTHING,0.0,0,0.0
717167283,Existing Customer,0.0543503910303115,0.0445977523088906,1846,56,0,9165.0,0.0,1,ENGAGE,44.5977523088906,0.7271715831183544,-99.27282841688165,2.22988761544453,-72.77011238455547,1.3379325692667179,-48.66206743073328,0.22298876154445302,-19.777011238455547,DO NOTHING,0.0,0,0.0
713371233,Existing Customer,0.0113731119781732,0.1940802675333933,3320,55,631,11583.0,0.054,1,ENGAGE,194.0802675333933,0.6621889846233284,-99.33781101537667,9.704013376669666,-65.29598662333034,5.822408026001799,-44.177591973998204,0.9704013376669667,-19.029598662333033,DO NOTHING,0.0,0,0.0
778426608,Existing Customer,0.0274077840149402,0.1547904913109162,1805,53,702,1438.3,0.488,3,ENGAGE,154.79049131091622,1.2727393060248209,-98.72726069397518,7.739524565545811,-67.2604754344542,4.6437147393274865,-45.356285260672514,0.7739524565545812,-19.226047543445418,DO NOTHING,0.0,0,0.0
713823033,Attrited Customer,0.9542915225028992,0.0099477022365639,808,30,0,8149.0,0.0,1,DO NOTHING,9.9477022365639,2.847902373820818,-97.15209762617918,0.49738511182819506,-74.5026148881718,0.298431067096917,-49.701568932903086,0.04973851118281951,-19.95026148881718,DO NOTHING,0.0,0,0.0
787515333,Attrited Customer,0.6815462708473206,0.1932644508938196,820,21,1151,3616.0,0.318,2,ENGAGE,193.2644508938196,39.51559973821136,-60.48440026178864,9.663222544690981,-65.33677745530902,5.797933526814588,-44.20206647318541,0.9663222544690981,-19.033677745530902,DO NOTHING,0.0,0,0.0
710944608,Existing Customer,0.0039653670974075,0.3832957144339378,1414,27,2222,8434.0,0.263,2,ENGAGE,383.2957144339378,0.4559724643780913,-99.54402753562191,19.16478572169689,-55.83521427830311,11.498871433018135,-38.50112856698186,1.916478572169689,-18.083521427830313,DO NOTHING,0.0,0,0.0
718444233,Existing Customer,0.0081170424818992,0.2463648525290073,1649,59,1311,9791.0,0.134,3,ENGAGE,246.3648525290073,0.5999261922074351,-99.40007380779257,12.318242626450365,-62.68175737354964,7.3909455758702185,-42.60905442412978,1.2318242626450366,-18.768175737354962,DO NOTHING,0.0,0,0.0
771099183,Existing Customer,0.0018778499215841,0.3754272747917919,2497,74,1945,8444.0,0.23,2,CROSS_SELL,375.4272747917919,0.21149882355848965,-99.78850117644151,18.771363739589596,-56.228636260410404,11.262818243753756,-38.737181756246244,1.8771363739589597,-18.122863626041042,DO NOTHING,0.0,0,0.0
770241333,Existing Customer,0.0876378938555717,0.2126062989762416,2104,44,1003,2228.0,0.45,1,ENGAGE,212.6062989762416,5.589710478811741,-94.41028952118826,10.63031494881208,-64.36968505118791,6.3781889692872475,-43.62181103071275,1.063031494881208,-18.93696850511879,DO NOTHING,0.0,0,0.0
710819733,Attrited Customer,0.5996534824371338,0.0131189495938577,903,29,0,12211.0,0.0,1,ENGAGE,13.1189495938577,2.3600471429621974,-97.6399528570378,0.655947479692885,-74.34405252030712,0.393568487815731,-49.60643151218427,0.0655947479692885,-19.93440525203071,DO NOTHING,0.0,0,0.0
772155108,Existing Customer,0.1330941021442413,0.0312117503059975,1445,38,0,1438.3,0.0,3,ENGAGE,31.2117503059975,1.246229964998096,-98.7537700350019,1.5605875152998752,-73.43941248470013,0.9363525091799251,-49.063647490820074,0.15605875152998752,-19.843941248470014,DO NOTHING,0.0,0,0.0
798796233,Existing Customer,0.0151716982945799,0.2054834867421396,1724,24,1038,1586.0,0.654,3,ENGAGE,205.4834867421396,0.9352600396110152,-99.06473996038899,10.274174337106981,-64.72582566289302,6.164504602264188,-43.83549539773581,1.027417433710698,-18.9725825662893,DO NOTHING,0.0,0,0.0
815472108,Existing Customer,0.044583722949028,0.1924421445022849,1300,31,1045,2247.0,0.465,3,ENGAGE,192.4421445022849,2.5739361762620043,-97.42606382373799,9.622107225114245,-65.37789277488575,5.773264335068546,-44.226735664931454,0.9622107225114246,-19.037789277488574,DO NOTHING,0.0,0,0.0
769145733,Existing Customer,0.0164147298783063,0.3244332662740366,2688,60,1584,2789.0,0.568,4,ENGAGE,324.4332662740366,1.5976453288274797,-98.40235467117252,16.221663313701832,-58.77833668629817,9.732997988221099,-40.2670020117789,1.6221663313701833,-18.377833668629815,DO NOTHING,0.0,0,0.0
783364233,Existing Customer,0.3624390363693237,0.0429954378546789,1798,45,0,4241.0,0.0,2,ENGAGE,42.995437854678904,4.674967519298089,-95.3250324807019,2.1497718927339453,-72.85022810726605,1.2898631356403671,-48.71013686435963,0.21497718927339454,-19.785022810726606,DO NOTHING,0.0,0,0.0
772236108,Existing Customer,0.0065744626335799,0.3333559457865219,1489,29,1892,8398.0,0.225,1,ENGAGE,333.3559457865219,0.6574908627765524,-99.34250913722344,16.667797289326096,-58.332202710673904,10.000678373595656,-39.999321626404345,1.6667797289326096,-18.33322027106739,DO NOTHING,0.0,0,0.0
715640358,Existing Customer,0.1270179897546768,0.1495564577253888,1334,40,768,4112.0,0.187,3,ENGAGE,149.5564577253888,5.6989081845327565,-94.30109181546725,7.477822886269441,-67.52217711373056,4.486693731761664,-45.51330626823834,0.7477822886269441,-19.252217711373056,DO NOTHING,0.0,0,0.0
713529858,Existing Customer,0.0021662185899913,0.2859476932181075,2492,71,1383,15578.0,0.089,2,CROSS_SELL,285.9476932181075,0.18582756264425807,-99.81417243735574,14.297384660905374,-60.70261533909463,8.578430796543223,-41.42156920345678,1.4297384660905375,-18.570261533909463,DO NOTHING,0.0,0,0.0
715684308,Existing Customer,0.0022659611422568,0.2895347267821055,1395,43,1636,4008.0,0.408,2,ENGAGE,289.5347267821055,0.19682233206665709,-99.80317766793334,14.476736339105276,-60.52326366089473,8.686041803463166,-41.31395819653683,1.4476736339105276,-18.552326366089474,DO NOTHING,0.0,0,0.0
709451508,Existing Customer,0.0221709348261356,0.0227328363191276,1191,28,0,12766.0,0.0,1,ENGAGE,22.7328363191276,0.1512024697333759,-99.84879753026662,1.13664181595638,-73.86335818404362,0.681985089573828,-49.31801491042617,0.11366418159563801,-19.886335818404362,DO NOTHING,0.0,0,0.0
709204158,Existing Customer,0.1387724727392196,0.2402077489848821,2331,56,1129,3438.0,0.328,2,ENGAGE,240.2077489848821,10.000266989326157,-89.99973301067385,12.010387449244107,-62.98961255075589,7.206232469546463,-42.793767530453536,1.2010387449244107,-18.79896125507559,DO NOTHING,0.0,0,0.0
713182458,Existing Customer,0.0139689976349473,0.4146875730401027,1288,29,2446,16692.0,0.147,1,ENGAGE,414.6875730401027,1.737830918111769,-98.26216908188823,20.734378652005134,-54.265621347994866,12.440627191203081,-37.55937280879692,2.0734378652005137,-17.926562134799486,DO NOTHING,0.0,0,0.0
710624658,Existing Customer,0.0024502454325556,0.3449241364352756,3040,56,1639,4066.0,0.403,2,ENGAGE,344.9241364352756,0.25354463696361557,-99.74645536303639,17.24620682176378,-57.75379317823622,10.347724093058268,-39.65227590694173,1.7246206821763783,-18.27537931782362,DO NOTHING,0.0,0,0.0
716355783,Existing Customer,0.4490610659122467,0.0497051296316902,1999,44,0,13080.0,0.0,2,ENGAGE,49.7051296316902,6.696191548113959,-93.30380845188604,2.48525648158451,-72.51474351841549,1.4911538889507059,-48.508846111049294,0.24852564815845102,-19.751474351841548,DO NOTHING,0.0,0,0.0
716793108,Existing Customer,0.0083846468478441,0.2309316520808607,2334,61,1070,1934.0,0.553,1,ENGAGE,230.9316520808607,0.5808841046061657,-99.41911589539383,11.546582604043035,-63.45341739595696,6.9279495624258205,-43.07205043757418,1.1546582604043036,-18.845341739595696,DO NOTHING,0.0,0,0.0
716162583,Existing Customer,0.3902425169944763,0.4474351841548904,1931,57,2517,3230.0,0.779,2,ENGAGE,447.4351841548904,52.382469736947435,-47.617530263052565,22.37175920774452,-52.62824079225548,13.423055524646712,-36.57694447535329,2.2371759207744524,-17.76282407922555,DO NOTHING,0.0,0,0.0
