CLIENTNUM,Attrition_Flag,Churn_Probability,Customer_Value,Total_Trans_Amt,Total_Trans_Ct,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Months_Inactive_12_mon,Recommended_Action,Modeled_Economic_Value,Retention_Benefit,Retention_Profit,Upsell_Benefit,Upsell_Profit,CrossSell_Benefit,CrossSell_Profit,Engagement_Benefit,Engagement_Profit,Optimal_Action,Expected_Incremental_Profit,Intervention_Cost,Expected_ROI,Optimization_Action
712434708,Attrited Customer,0.9451059103012084,0.4725047290530766,2682,47,2517,3302.0,0.762,3,ENGAGE,472.50472905307663,133.97010362200012,33.970103622000124,23.625236452653837,-51.37476354734616,14.1751418715923,-35.8248581284077,2.3625236452653837,-17.637476354734616,RETENTION,33.970103622000124,100,0.3397010362200012,RETENTION
713755458,Attrited Customer,0.9329684972763062,0.4784304207742088,10310,63,952,9959.0,0.096,3,ENGAGE,478.4304207742088,133.90815321629532,33.90815321629532,23.92152103871044,-51.07847896128956,14.352912623226263,-35.64708737677374,2.392152103871044,-17.607847896128956,RETENTION,33.90815321629532,100,0.3390815321629531,RETENTION
711646908,Attrited Customer,0.9896597266197203,0.4500723266941137,2010,43,2517,7821.0,0.322,2,ENGAGE,450.07232669411366,133.6255367385594,33.62553673855939,22.503616334705683,-52.49638366529432,13.50216980082341,-36.49783019917659,2.2503616334705683,-17.74963836652943,RETENTION,33.62553673855939,100,0.3362553673855939,RETENTION
721437333,Attrited Customer,0.9874117374420166,0.4506398130633137,2027,39,2517,5054.0,0.498,2,ENGAGE,450.6398130633137,133.49011223321764,33.490112233217644,22.53199065316569,-52.46800934683432,13.519194391899411,-36.48080560810059,2.253199065316569,-17.74680093468343,RETENTION,33.490112233217644,100,0.3349011223321764,RETENTION
712267983,Attrited Customer,0.954963743686676,0.4656615110715478,2477,42,2517,3023.0,0.833,3,ENGAGE,465.6615110715478,133.40695797110394,33.406957971103935,23.28307555357739,-51.71692444642261,13.969845332146434,-36.030154667853566,2.328307555357739,-17.67169244464226,RETENTION,33.406957971103935,100,0.3340695797110393,RETENTION
714894708,Attrited Customer,0.9348005056381226,0.4756759764103705,2777,45,2517,23958.0,0.105,4,ENGAGE,475.67597641037054,133.39864298049662,33.39864298049662,23.783798820518527,-51.21620117948147,14.270279292311116,-35.729720707688884,2.3783798820518527,-17.621620117948147,RETENTION,33.39864298049662,100,0.3339864298049662,RETENTION
708373083,Attrited Customer,0.9835141897201538,0.4508067208189607,2032,39,2517,3356.0,0.75,3,ENGAGE,450.8067208189608,133.01244202399792,33.01244202399792,22.54033604094804,-52.459663959051966,13.52420162456882,-36.47579837543118,2.254033604094804,-17.745966395905196,RETENTION,33.01244202399792,100,0.3301244202399792,RETENTION
715825458,Attrited Customer,0.7940593361854553,0.5579123316737163,6564,56,2239,12933.0,0.173,3,ENGAGE,557.9123316737164,132.90464872155323,32.90464872155323,27.895616583685825,-47.10438341631418,16.73736995021149,-33.26263004978851,2.7895616583685823,-17.210438341631416,RETENTION,32.90464872155323,100,0.3290464872155323,RETENTION
715660308,Attrited Customer,0.9768880605697632,0.4534814888887976,2612,33,2412,2921.0,0.826,3,ENGAGE,453.4814888887976,132.9001956554598,32.90019565545981,22.67407444443988,-52.32592555556012,13.604444666663928,-36.39555533333608,2.267407444443988,-17.73259255555601,RETENTION,32.90019565545981,100,0.3290019565545981,RETENTION
712656783,Attrited Customer,0.9696142673492432,0.4557138088349839,2179,40,2517,8136.0,0.309,4,ENGAGE,455.7138088349839,132.55998326233978,32.559983262339784,22.7856904417492,-52.2143095582508,13.67141426504952,-36.32858573495048,2.27856904417492,-17.72143095582508,RETENTION,32.559983262339784,100,0.3255998326233978,RETENTION
815085708,Attrited Customer,0.992010772228241,0.4450984755758317,1861,46,2517,10882.0,0.231,5,ENGAGE,445.0984755758317,132.4627447420781,32.46274474207809,22.254923778791586,-52.745076221208414,13.352954267274953,-36.64704573272505,2.2254923778791587,-17.77450762212084,RETENTION,32.46274474207809,100,0.3246274474207808,RETENTION
814483608,Attrited Customer,0.9917437434196472,0.4450650940247023,1860,43,2517,5798.0,0.434,3,ENGAGE,445.0650940247023,132.41715672404263,32.41715672404263,22.253254701235115,-52.746745298764885,13.351952820741069,-36.64804717925893,2.2253254701235115,-17.77467452987649,RETENTION,32.41715672404263,100,0.3241715672404263,RETENTION
714202008,Attrited Customer,0.9727709889411926,0.4535773895627017,2115,42,2517,3918.0,0.642,3,ENGAGE,453.57738956270174,132.3680777418822,32.36807774188219,22.678869478135088,-52.32113052186492,13.60732168688105,-36.39267831311895,2.267886947813509,-17.73211305218649,RETENTION,32.36807774188219,100,0.3236807774188219,RETENTION
741517458,Attrited Customer,0.98888099193573,0.4455324357405141,1874,40,2517,2575.0,0.977,4,ENGAGE,445.5324357405141,132.17356709838643,32.17356709838643,22.276621787025704,-52.723378212974296,13.365973072215423,-36.634026927784575,2.2276621787025706,-17.77233782129743,RETENTION,32.17356709838643,100,0.3217356709838643,RETENTION
779320008,Attrited Customer,0.9652397632598876,0.4557471903861133,2180,31,2517,2900.0,0.868,3,ENGAGE,455.7471903861133,131.97159304639527,31.97159304639527,22.787359519305667,-52.21264048069433,13.672415711583398,-36.3275842884166,2.278735951930567,-17.721264048069433,RETENTION,31.97159304639527,100,0.3197159304639527,RETENTION
720742083,Attrited Customer,0.9782382249832152,0.4495053796639732,2431,46,2425,2740.0,0.885,3,ENGAGE,449.5053796639732,131.9170034168674,31.9170034168674,22.47526898319866,-52.52473101680134,13.485161389919195,-36.5148386100808,2.247526898319866,-17.752473101680135,RETENTION,31.9170034168674,100,0.319170034168674,RETENTION
715530258,Attrited Customer,0.9524543285369872,0.4615221987315011,2353,53,2517,4848.0,0.519,3,ENGAGE,461.5221987315011,131.87364476931774,31.873644769317732,23.07610993657505,-51.92389006342495,13.84566596194503,-36.15433403805497,2.307610993657505,-17.692389006342495,RETENTION,31.873644769317732,100,0.3187364476931773,RETENTION
