CLIENTNUM,Attrition_Flag,Churn_Probability,Customer_Value,Total_Trans_Amt,Total_Trans_Ct,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Months_Inactive_12_mon,Recommended_Action,Optimal_Action,Expected_Incremental_Profit,Intervention_Cost,Expected_ROI,Churn_Risk,Customer_Value_Tier
711173883,Existing Customer,0.5127,0.1893,2516,54,770,1651.0,0.466,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
717628608,Existing Customer,0.0044,0.3293,2568,34,1640,2576.0,0.637,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
789261558,Existing Customer,0.0015,0.2505,1387,34,1392,2212.0,0.629,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
770647233,Existing Customer,0.023,0.2422,2111,59,1188,2157.0,0.551,6,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
712826208,Existing Customer,0.002,0.2589,1487,33,1424,2575.0,0.553,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718181433,Existing Customer,0.0007,0.3036,2688,88,1453,8705.0,0.167,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
714460683,Existing Customer,0.0076,0.3078,1467,29,1736,3838.0,0.452,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
716460933,Existing Customer,0.0053,0.2584,1456,44,1427,10306.0,0.138,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
710787708,Existing Customer,0.014,0.2433,1748,38,1271,5366.0,0.237,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
713800158,Existing Customer,0.0154,0.408,1540,32,2351,2994.0,0.785,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
712551258,Attrited Customer,0.996,0.0112,847,17,0,4247.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715379133,Existing Customer,0.0208,0.2302,1954,42,1145,1737.0,0.659,4,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
712091433,Existing Customer,0.0084,0.2248,2950,61,902,18431.0,0.049,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
771756333,Existing Customer,0.3589,0.34,2154,37,1794,2263.0,0.793,3,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Medium
779895108,Existing Customer,0.0107,0.3827,1711,36,2156,2718.0,0.793,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
771976683,Existing Customer,0.032,0.3762,1640,44,2130,5839.0,0.365,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
716800908,Existing Customer,0.245,0.0663,2496,49,0,5137.0,0.0,0,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
789413958,Existing Customer,0.0194,0.2094,1938,53,1018,11909.0,0.085,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
711574008,Existing Customer,0.1612,0.0657,2477,59,0,21390.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714138408,Existing Customer,0.0003,0.22,4107,79,629,9264.0,0.068,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
709334658,Existing Customer,0.906,0.4506,2025,51,2517,5484.0,0.459,2,ENGAGE,RETENTION,22.47035,100,0.224703,High,Medium
709564683,Attrited Customer,0.9939,0.0126,886,21,0,4739.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
772292358,Attrited Customer,0.0875,0.0258,1284,30,0,7970.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
712933083,Existing Customer,0.0633,0.4374,2292,49,2378,3127.0,0.76,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
710497608,Existing Customer,0.0031,0.3104,1858,51,1670,7756.0,0.215,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
721443408,Existing Customer,0.0053,0.2075,3508,58,676,34516.0,0.02,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
709149408,Existing Customer,0.0028,0.2711,2338,41,1322,5605.0,0.236,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708446808,Existing Customer,0.0195,0.2663,2017,48,1359,2946.0,0.461,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
824192658,Existing Customer,0.0016,0.1214,4148,79,0,8886.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
711625683,Existing Customer,0.026,0.2128,2781,74,862,3104.0,0.278,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
717487983,Existing Customer,0.1325,0.3887,2062,55,2120,19435.0,0.109,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
717301908,Existing Customer,0.0957,0.3069,1973,55,1624,3312.0,0.49,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718435158,Existing Customer,0.3581,0.0474,1930,36,0,34516.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
714797733,Existing Customer,0.0438,0.0894,3189,56,0,5246.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
719213133,Existing Customer,0.0005,0.3524,3670,60,1554,2432.0,0.639,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
798962058,Existing Customer,0.1936,0.4255,1836,48,2399,3103.0,0.773,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718970058,Existing Customer,0.0037,0.2193,1519,43,1168,30746.0,0.038,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
713021208,Attrited Customer,0.9798,0.0281,1353,40,0,34516.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
810856833,Existing Customer,0.009,0.2095,1907,52,1025,11962.0,0.086,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
787868958,Existing Customer,0.0076,0.2302,2746,68,979,14690.0,0.067,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708161133,Existing Customer,0.0003,0.3336,3891,69,1389,6629.0,0.21,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708174708,Existing Customer,0.0045,0.2446,1764,38,1276,5535.0,0.231,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708735183,Existing Customer,0.196,0.3531,2289,49,1848,2544.0,0.726,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708445608,Existing Customer,0.0334,0.4506,2027,57,2517,3305.0,0.762,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
778943883,Existing Customer,0.0053,0.1895,1959,42,888,34516.0,0.026,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
788810658,Existing Customer,0.0761,0.0665,2503,70,0,9466.0,0.0,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
789050883,Existing Customer,0.119,0.0716,2655,62,0,5297.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714531108,Existing Customer,0.0039,0.3355,2109,52,1775,4260.0,0.417,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
711635358,Existing Customer,0.0814,0.4563,2198,56,2517,7291.0,0.345,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
803648508,Existing Customer,0.1527,0.1584,1646,42,758,13882.0,0.055,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
813200058,Existing Customer,0.0165,0.3168,1497,27,1786,6500.0,0.275,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
805261983,Existing Customer,0.0049,0.2336,2847,61,979,1626.0,0.602,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715206408,Existing Customer,0.0021,0.0919,3264,83,0,6662.0,0.0,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
788684508,Existing Customer,0.0607,0.3269,2056,41,1732,5846.0,0.296,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
737933883,Existing Customer,0.0054,0.3927,2042,49,2149,8063.0,0.267,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
768655158,Existing Customer,0.038,0.2307,2222,39,1092,6224.0,0.175,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
774437583,Existing Customer,0.063,0.4213,1504,38,2442,4597.0,0.531,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713104458,Attrited Customer,0.9664,0.0163,998,25,0,7869.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715462008,Existing Customer,0.1485,0.3839,2031,49,2096,17884.0,0.117,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
715366083,Attrited Customer,0.9204,0.17,947,33,978,1438.3,0.68,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
712322058,Existing Customer,0.1013,0.3668,3432,49,1694,2046.0,0.828,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719737833,Existing Customer,0.1742,0.0425,1783,40,0,6370.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
789530208,Existing Customer,0.1502,0.437,1619,37,2517,2737.0,0.92,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
717885183,Existing Customer,0.0038,0.4692,2717,79,2489,2622.0,0.949,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
716244033,Attrited Customer,0.8911,0.1851,1741,27,906,7266.0,0.125,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
711614658,Existing Customer,0.0593,0.2794,2511,55,1338,2258.0,0.593,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
804598908,Existing Customer,0.2309,0.3843,2238,49,2055,6510.0,0.316,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719161683,Existing Customer,0.0049,0.2877,1607,44,1580,2508.0,0.63,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
719327808,Existing Customer,0.0277,0.4216,1157,34,2517,4006.0,0.628,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
714038433,Existing Customer,0.0026,0.3973,2953,72,1987,3252.0,0.611,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
710129283,Existing Customer,0.0114,0.0813,2944,71,0,16317.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
709367433,Existing Customer,0.0077,0.3035,2261,56,1542,2109.0,0.731,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719729433,Existing Customer,0.0065,0.3419,2535,51,1726,7023.0,0.246,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
717192933,Existing Customer,0.0096,0.4356,1576,34,2517,8302.0,0.303,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
711734508,Existing Customer,0.0829,0.228,1584,28,1209,9959.0,0.121,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715153158,Existing Customer,0.0017,0.4244,4254,79,1884,3636.0,0.518,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
712149033,Existing Customer,0.0031,0.3392,1834,55,1856,5184.0,0.358,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713901108,Existing Customer,0.0006,0.0979,3444,80,0,14575.0,0.0,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
719415858,Existing Customer,0.001,0.3384,2460,71,1720,3107.0,0.554,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
719385558,Existing Customer,0.013,0.0257,1281,32,0,1438.3,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
779528658,Existing Customer,0.1733,0.2314,2133,41,1115,3092.0,0.361,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
721508283,Existing Customer,0.0053,0.1065,3700,62,0,8322.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
757753083,Existing Customer,0.0012,0.3139,4063,74,1229,10110.0,0.122,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
797753283,Existing Customer,0.0034,0.3708,1926,33,2036,2707.0,0.752,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
807523008,Existing Customer,0.0253,0.3845,2473,47,2007,4397.0,0.456,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
711416958,Existing Customer,0.0379,0.0605,2322,65,0,5795.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
780865308,Existing Customer,0.0006,0.3979,4542,86,1657,9760.0,0.17,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
708423933,Existing Customer,0.0026,0.0899,3203,64,0,6103.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714321408,Existing Customer,0.0022,0.2414,1429,32,1326,2246.0,0.59,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
771852483,Existing Customer,0.0057,0.0946,3343,77,0,4930.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
708185208,Existing Customer,0.037,0.2277,2010,31,1118,3178.0,0.352,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714920208,Existing Customer,0.001,0.3757,3148,68,1810,3003.0,0.603,5,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
789952158,Existing Customer,0.0082,0.4015,2689,57,2069,2318.0,0.893,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713237958,Existing Customer,0.0161,0.3778,1868,43,2092,2638.0,0.793,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
715956258,Existing Customer,0.3416,0.0489,1974,60,0,2004.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
769196433,Existing Customer,0.0171,0.4114,2000,62,2276,2414.0,0.943,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
778942233,Existing Customer,0.0075,0.1282,1267,27,648,1438.3,0.451,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708651933,Existing Customer,0.022,0.3665,2311,57,1928,2043.0,0.944,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
720467583,Existing Customer,0.0272,0.4855,3072,67,2517,34516.0,0.073,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
716549058,Existing Customer,0.0105,0.4136,1998,41,2290,3111.0,0.736,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713533983,Existing Customer,0.0236,0.2279,1590,33,1207,2585.0,0.467,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
787463508,Attrited Customer,0.4218,0.4003,1027,20,2410,2469.0,0.976,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Medium
710256708,Existing Customer,0.0012,0.3411,2579,68,1712,8744.0,0.196,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708980283,Existing Customer,0.0412,0.4557,2179,55,2517,4185.0,0.601,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719484408,Existing Customer,0.0032,0.3117,2903,57,1459,4759.0,0.307,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
710023233,Existing Customer,0.0033,0.281,2739,65,1300,24457.0,0.053,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
789101883,Existing Customer,0.0025,0.3399,2729,66,1673,14244.0,0.117,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
778381608,Attrited Customer,0.835,0.1082,1766,46,417,6572.0,0.063,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
787492908,Existing Customer,0.0017,0.2722,4357,73,905,23381.0,0.039,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
709932558,Existing Customer,0.0174,0.4421,1771,34,2517,3471.0,0.725,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
780219483,Existing Customer,0.0022,0.1931,1339,28,1041,2250.0,0.463,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
708590658,Existing Customer,0.0204,0.4044,1619,40,2312,15965.0,0.145,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
715143333,Existing Customer,0.0002,0.3643,3910,81,1578,9433.0,0.167,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
801048483,Existing Customer,0.1369,0.3596,2646,49,1814,9180.0,0.198,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
711913833,Existing Customer,0.0039,0.2736,1865,31,1437,8818.0,0.163,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715413483,Existing Customer,0.0009,0.2761,3888,77,1028,4066.0,0.253,1,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
715750758,Existing Customer,0.0011,0.2804,1602,35,1535,9031.0,0.17,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714062958,Existing Customer,0.0138,0.2261,2552,64,994,9887.0,0.101,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
710458758,Existing Customer,0.0448,0.419,1203,30,2491,4161.0,0.599,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719494983,Existing Customer,0.0766,0.3784,1997,44,2069,2740.0,0.755,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
710586483,Attrited Customer,0.984,0.0153,968,23,0,6152.0,0.0,2,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
772637058,Existing Customer,0.0012,0.331,2141,51,1740,8167.0,0.213,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718229133,Existing Customer,0.026,0.1093,3783,57,0,23742.0,0.0,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718423533,Existing Customer,0.0019,0.2702,2983,74,1181,16791.0,0.07,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
781089708,Existing Customer,0.0318,0.2705,2495,46,1285,26783.0,0.048,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
773082033,Existing Customer,0.0073,0.2769,2317,38,1363,25516.0,0.053,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
815288583,Existing Customer,0.0089,0.3193,2501,36,1591,4815.0,0.33,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
720431433,Existing Customer,0.0011,0.3966,1402,35,2308,3198.0,0.722,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
709164408,Attrited Customer,0.9868,0.2769,730,20,1696,2218.0,0.765,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
710567508,Existing Customer,0.0078,0.3792,1387,33,2202,23462.0,0.094,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719427333,Existing Customer,0.01,0.3021,1291,27,1737,2252.0,0.771,4,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
714765408,Existing Customer,0.0165,0.3749,2266,57,1990,2557.0,0.778,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
709785783,Attrited Customer,0.206,0.0325,1485,34,0,2300.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
809290308,Existing Customer,0.0003,0.2332,1912,45,1173,3540.0,0.331,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
779598183,Existing Customer,0.0055,0.3676,3428,54,1700,22938.0,0.074,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
779783508,Existing Customer,0.1489,0.2118,2564,56,901,13129.0,0.069,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
719568333,Existing Customer,0.005,0.3406,1668,36,1900,34516.0,0.055,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719207733,Existing Customer,0.0058,0.1578,1418,36,802,3396.0,0.236,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715533108,Existing Customer,0.0363,0.2205,2568,62,955,4712.0,0.203,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714816258,Existing Customer,0.0261,0.2115,2336,58,947,7638.0,0.124,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
787573683,Existing Customer,0.0003,0.3324,4189,74,1319,2624.0,0.503,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
804310758,Existing Customer,0.0527,0.3007,2005,48,1578,17934.0,0.088,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
792912708,Existing Customer,0.0015,0.4226,3183,64,2098,15198.0,0.138,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
719078283,Existing Customer,0.0335,0.4331,1501,35,2517,3191.0,0.789,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708620283,Existing Customer,0.0084,0.3747,2208,59,2001,6053.0,0.331,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
770985633,Existing Customer,0.0054,0.3712,1980,42,2027,5510.0,0.368,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
780094008,Existing Customer,0.1101,0.215,1624,40,1119,12875.0,0.087,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
716420358,Existing Customer,0.0006,0.325,3151,78,1490,2602.0,0.573,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
825756333,Existing Customer,0.5484,0.3532,2118,48,1885,2041.0,0.924,3,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Medium
755273658,Existing Customer,0.083,0.319,2055,54,1683,2548.0,0.661,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
709096908,Existing Customer,0.2173,0.2016,1865,35,984,4698.0,0.209,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
714840858,Existing Customer,0.0039,0.3397,3302,65,1551,2222.0,0.698,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
721205508,Existing Customer,0.3516,0.0447,1848,56,0,8217.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
786493908,Existing Customer,0.0066,0.0947,3347,64,0,10091.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
803963808,Existing Customer,0.0036,0.1086,3762,74,0,19074.0,0.0,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
806170158,Existing Customer,0.0026,0.1993,3899,78,542,34516.0,0.016,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
751469808,Existing Customer,0.0022,0.3457,1606,33,1945,12852.0,0.151,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
721055058,Existing Customer,0.0045,0.4697,2599,46,2517,12763.0,0.197,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
709794333,Existing Customer,0.0011,0.2639,1608,30,1430,2827.0,0.506,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
718361583,Existing Customer,0.8656,0.035,1559,44,0,8242.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
714327183,Existing Customer,0.0149,0.2998,2878,54,1389,1825.0,0.761,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
808909008,Existing Customer,0.1763,0.0313,1448,31,0,1438.3,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
716207508,Existing Customer,0.098,0.2902,1981,38,1517,5497.0,0.276,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
768965208,Existing Customer,0.0034,0.2259,3158,71,865,6778.0,0.128,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
720185058,Attrited Customer,0.8636,0.0186,1067,23,0,4267.0,0.0,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715220508,Existing Customer,0.0115,0.474,2726,57,2517,3273.0,0.769,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
712112733,Existing Customer,0.0026,0.3119,2518,67,1541,9371.0,0.164,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
712298883,Existing Customer,0.0134,0.188,2987,73,663,1438.3,0.461,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
717813558,Attrited Customer,0.8724,0.339,1334,38,1960,8389.0,0.234,4,ENGAGE,DO NOTHING,0.0,0,0.0,High,Medium
716823408,Existing Customer,0.001,0.3146,2278,77,1608,28410.0,0.057,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
719089383,Existing Customer,0.001,0.5034,4303,80,2371,6168.0,0.384,2,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
710039208,Existing Customer,0.0007,0.2657,3871,87,966,2111.0,0.458,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Low
780237033,Existing Customer,0.0088,0.3234,1539,35,1819,3141.0,0.579,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
720986958,Existing Customer,0.0602,0.4595,2293,36,2517,8307.0,0.303,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
709473708,Existing Customer,0.0034,0.3064,1780,33,1661,30753.0,0.054,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
708593883,Existing Customer,0.0027,0.2935,1813,38,1573,2731.0,0.576,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
710241858,Existing Customer,0.8009,0.0511,2040,36,0,2890.0,0.0,1,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
715392558,Existing Customer,0.0497,0.078,2848,56,0,34516.0,0.0,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
717399183,Existing Customer,0.0055,0.2625,2774,52,1176,8058.0,0.146,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
817925058,Existing Customer,0.1523,0.429,1932,35,2401,5660.0,0.424,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
716029158,Existing Customer,0.016,0.2495,1480,35,1366,4230.0,0.323,4,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715043508,Existing Customer,0.0741,0.1379,4642,61,0,9515.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
716610558,Existing Customer,0.0069,0.3217,2724,71,1559,10962.0,0.142,3,CROSS_SELL,DO NOTHING,0.0,0,0.0,Low,Medium
716768808,Existing Customer,0.0073,0.3487,1591,43,1967,23848.0,0.082,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
795810633,Existing Customer,0.0022,0.23,1234,24,1295,10144.0,0.128,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
779925033,Existing Customer,0.0022,0.3896,2807,60,1969,2997.0,0.657,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
790225758,Existing Customer,0.9281,0.157,2262,47,620,2647.0,0.234,3,DO NOTHING,DO NOTHING,0.0,0,0.0,High,Low
713879283,Existing Customer,0.006,0.2461,1694,34,1300,4580.0,0.284,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
715968858,Existing Customer,0.0147,0.3028,1822,33,1630,2608.0,0.625,1,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
767687208,Existing Customer,0.0023,0.2482,2329,69,1180,34516.0,0.034,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Low
778728783,Existing Customer,0.0067,0.4073,2739,56,2095,3156.0,0.664,3,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
713637783,Existing Customer,0.003,0.3697,1810,38,2053,24936.0,0.082,2,ENGAGE,DO NOTHING,0.0,0,0.0,Low,Medium
718162908,Existing Customer,0.3348,0.1297,1472,48,614,26101.0,0.024,2,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
708664008,Existing Customer,0.3135,0.0238,1222,37,0,14270.0,0.0,3,ENGAGE,DO NOTHING,0.0,0,0.0,Medium,Low
